Timestamp,Weight(kg),FilledLevel(%),AirQuality,RemainingFill(%),TimeDiff,FillRate(%)_per_second,EstimatedTimeToFull(s),EstimatedTimeToFull(days)
2024-09-03 12:00:00,8.28677080075402,33,9,67,0 days 00:30:00,0.0183333333333333,3654.545454545456,0.0422979797979798
2024-09-03 12:30:00,8.66813813028139,36,7,64,0 days 00:30:00,0.02,3200.0,0.037037037037037
2024-09-03 13:00:00,9.397114969847514,39,8,61,0 days 00:30:00,0.0216666666666666,2815.3846153846152,0.03258547008547
2024-09-03 13:30:00,9.865137931053512,42,2,58,0 days 00:30:00,0.0233333333333333,2485.714285714286,0.0287698412698412
2024-09-03 14:00:00,11.035831572814864,45,1,55,0 days 00:30:00,0.025,2200.0,0.0254629629629629
2024-09-03 14:30:00,12.122014235982856,48,1,52,0 days 00:30:00,0.0266666666666666,1950.0,0.0225694444444444
2024-09-03 15:00:00,12.703216397626406,51,8,49,0 days 00:30:00,0.0283333333333333,1729.4117647058824,0.020016339869281
2024-09-03 15:30:00,13.765865137020752,54,9,46,0 days 00:30:00,0.03,1533.3333333333337,0.0177469135802469
2024-09-03 16:00:00,14.73482637111322,57,3,43,0 days 00:30:00,0.0316666666666666,1357.8947368421052,0.0157163742690058
2024-09-03 16:30:00,15.434917002946305,60,1,40,0 days 00:30:00,0.0333333333333333,1200.0,0.0138888888888888
2024-09-03 17:00:00,16.234401451660165,63,7,37,0 days 00:30:00,0.035,1057.142857142857,0.0122354497354497
2024-09-03 17:30:00,17.333583878767094,66,3,34,0 days 00:30:00,0.0366666666666666,927.2727272727273,0.0107323232323232
2024-09-03 18:00:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-03 18:30:00,0.558446168983688,3,8,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-03 19:00:00,1.754389020449235,6,9,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-03 19:30:00,2.7258364894061926,9,2,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-03 20:00:00,3.195710573499292,12,2,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-03 20:30:00,3.603409654868452,15,8,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-03 21:00:00,4.165934954971412,18,2,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-03 21:30:00,5.199921795031167,21,7,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-03 22:00:00,6.036246545309863,24,8,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-03 22:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 23:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 23:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 00:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 00:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 01:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 01:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 02:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 02:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 03:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 03:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 04:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 04:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 05:00:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 05:30:00,7.019493869223266,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 06:00:00,7.877502601892775,30,3,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-04 06:30:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-04 07:00:00,0.3518655329091813,3,3,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-04 07:30:00,1.5591798880731431,6,7,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-04 08:00:00,2.2485487033462155,9,4,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-04 08:30:00,2.7868936374896878,12,6,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-04 09:00:00,3.4191525237283935,15,1,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-04 09:30:00,4.394191448006869,18,3,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-04 10:00:00,4.90331484841582,21,1,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-04 10:30:00,5.90122948401972,24,8,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-04 11:00:00,6.312654803843086,27,5,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 11:30:00,7.207557230687313,30,1,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-04 12:00:00,8.311291430953842,33,5,67,0 days 00:30:00,0.0183333333333333,3654.545454545456,0.0422979797979798
2024-09-04 12:30:00,8.788905608941633,36,8,64,0 days 00:30:00,0.02,3200.0,0.037037037037037
2024-09-04 13:00:00,9.281321084656708,39,7,61,0 days 00:30:00,0.0216666666666666,2815.3846153846152,0.03258547008547
2024-09-04 13:30:00,10.332165235369253,42,1,58,0 days 00:30:00,0.0233333333333333,2485.714285714286,0.0287698412698412
2024-09-04 14:00:00,11.281134466390272,45,7,55,0 days 00:30:00,0.025,2200.0,0.0254629629629629
2024-09-04 14:30:00,11.727859172788209,48,1,52,0 days 00:30:00,0.0266666666666666,1950.0,0.0225694444444444
2024-09-04 15:00:00,12.565544663900065,51,4,49,0 days 00:30:00,0.0283333333333333,1729.4117647058824,0.020016339869281
2024-09-04 15:30:00,13.46562580498975,54,4,46,0 days 00:30:00,0.03,1533.3333333333337,0.0177469135802469
2024-09-04 16:00:00,14.263193287967088,57,3,43,0 days 00:30:00,0.0316666666666666,1357.8947368421052,0.0157163742690058
2024-09-04 16:30:00,15.250015046597975,60,2,40,0 days 00:30:00,0.0333333333333333,1200.0,0.0138888888888888
2024-09-04 17:00:00,16.115887576734615,63,9,37,0 days 00:30:00,0.035,1057.142857142857,0.0122354497354497
2024-09-04 17:30:00,17.002991040145986,66,4,34,0 days 00:30:00,0.0366666666666666,927.2727272727273,0.0107323232323232
2024-09-04 18:00:00,0.0,0,0,100,0 days 00:30:00,0.0,,
2024-09-04 18:30:00,1.0767420039487159,3,8,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-04 19:00:00,1.4289456039136605,6,5,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-04 19:30:00,2.076312524909595,9,9,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-04 20:00:00,2.718597961428286,12,6,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-04 20:30:00,3.069682162021105,15,8,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-04 21:00:00,4.237443683483979,18,9,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-04 21:30:00,4.87669321119698,21,5,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-04 22:00:00,6.091082403854843,24,5,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-04 22:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 23:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-04 23:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 00:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 00:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 01:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 01:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 02:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 02:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 03:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 03:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 04:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 04:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 05:00:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 05:30:00,6.498342996816443,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 06:00:00,7.802925062785228,30,2,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-05 06:30:00,0.0,0,0,100,0 days 00:30:00,0.0,,
2024-09-05 07:00:00,0.4872833757720822,3,2,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-05 07:30:00,1.1514488605818152,6,2,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-05 08:00:00,2.221397656071837,9,5,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-05 08:30:00,2.738756435511028,12,6,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-05 09:00:00,3.308873376288045,15,8,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-05 09:30:00,4.6376313527268245,18,6,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-05 10:00:00,5.743627692357356,21,3,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-05 10:30:00,6.740531260522495,24,9,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-05 11:00:00,7.899843895676723,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 11:30:00,8.467028324431217,30,7,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-05 12:00:00,9.512990284946248,33,4,67,0 days 00:30:00,0.0183333333333333,3654.545454545456,0.0422979797979798
2024-09-05 12:30:00,10.564199532309207,36,1,64,0 days 00:30:00,0.02,3200.0,0.037037037037037
2024-09-05 13:00:00,11.161251799043617,39,5,61,0 days 00:30:00,0.0216666666666666,2815.3846153846152,0.03258547008547
2024-09-05 13:30:00,12.051156240268252,42,9,58,0 days 00:30:00,0.0233333333333333,2485.714285714286,0.0287698412698412
2024-09-05 14:00:00,12.509409085111733,45,1,55,0 days 00:30:00,0.025,2200.0,0.0254629629629629
2024-09-05 14:30:00,13.469302892847303,48,7,52,0 days 00:30:00,0.0266666666666666,1950.0,0.0225694444444444
2024-09-05 15:00:00,14.178237927606963,51,7,49,0 days 00:30:00,0.0283333333333333,1729.4117647058824,0.020016339869281
2024-09-05 15:30:00,15.182111395901407,54,1,46,0 days 00:30:00,0.03,1533.3333333333337,0.0177469135802469
2024-09-05 16:00:00,15.536816537347361,57,9,43,0 days 00:30:00,0.0316666666666666,1357.8947368421052,0.0157163742690058
2024-09-05 16:30:00,16.270020651383966,60,8,40,0 days 00:30:00,0.0333333333333333,1200.0,0.0138888888888888
2024-09-05 17:00:00,17.229414913706574,63,3,37,0 days 00:30:00,0.035,1057.142857142857,0.0122354497354497
2024-09-05 17:30:00,17.57559476920257,66,7,34,0 days 00:30:00,0.0366666666666666,927.2727272727273,0.0107323232323232
2024-09-05 18:00:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-05 18:30:00,0.7748670757565214,3,3,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-05 19:00:00,1.4156489753312351,6,8,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-05 19:30:00,1.8468493656823686,9,4,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-05 20:00:00,2.9176231819780387,12,7,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-05 20:30:00,3.7359160882884788,15,5,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-05 21:00:00,5.053305912788705,18,5,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-05 21:30:00,6.373728494398525,21,5,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-05 22:00:00,6.95518573374263,24,8,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-05 22:30:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 23:00:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-05 23:30:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 00:00:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 00:30:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 01:00:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 01:30:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 02:00:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 02:30:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 03:00:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-06 03:30:00,7.907623909503347,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
